ID,SalePrice
1461,130180.0
1462,185700.0
1463,158300.0
1464,194200.0
1465,197950.0
1466,190825.0
1467,180180.0
1468,186583.2
1469,195100.0
1470,121455.0
1471,207720.0
1472,92890.0
1473,110000.0
1474,139200.0
1475,147040.0
1476,426724.6
1477,330445.6
1478,288333.2
1479,283493.0
1480,387435.8
1481,263520.0
1482,235350.0
1483,173600.0
1484,175862.5
1485,234067.2
1486,185210.0
1487,301923.0
1488,217625.6
1489,211579.46666666665
1490,170391.0
1491,225575.0
1492,109600.0
1493,214650.0
1494,309290.0
1495,277970.0
1496,191190.0
1497,148515.2
1498,157815.2
1499,152782.8
1500,157993.2
1501,176236.63333333333
1502,150932.8
1503,321346.8
1504,225140.0
1505,194700.0
1506,169795.0
1507,222400.0
1508,186784.0
1509,157975.0
1510,136600.0
1511,141800.0
1512,133800.0
1513,170330.0
1514,155170.0
1515,138130.0
1516,138350.0
1517,147900.0
1518,148200.0
1519,193260.0
1520,141200.0
1521,138285.0
1522,146625.0
1523,122575.8
1524,116599.3
1525,128990.0
1526,144950.0
1527,71040.0
1528,130990.0
1529,136855.0
1530,165590.0
1531,108197.6
1532,94430.0
1533,108975.0
1534,131810.0
1535,136400.0
1536,108540.0
1537,64012.2
1538,227160.0
1539,231450.0
1540,132250.0
1541,154750.0
1542,106980.0
1543,174185.0
1544,83490.0
1545,132330.0
1546,133570.0
1547,122455.0
1548,136400.0
1549,127500.0
1550,133613.4
1551,114995.0
1552,107350.0
1553,188850.0
1554,112140.4
1555,149690.0
1556,137200.0
1557,130690.0
1558,132330.0
1559,117767.6
1560,93675.0
1561,125050.0
1562,130700.0
1563,135100.0
1564,131320.0
1565,166600.0
1566,225900.0
1567,90250.0
1568,204468.5
1569,90490.0
1570,151220.0
1571,102900.0
1572,117599.3
1573,225832.5
1574,133470.0
1575,252900.0
1576,202390.0
1577,206822.8
1578,176660.0
1579,136570.0
1580,199623.7
1581,147670.0
1582,118480.0
1583,273850.0
1584,248079.0
1585,140683.3333333333
1586,80781.1
1587,137350.0
1588,143900.0
1589,105350.0
1590,137845.0
1591,112435.8
1592,100950.0
1593,127240.0
1594,121601.1
1595,150130.0
1596,176400.0
1597,174270.0
1598,201600.0
1599,194200.0
1600,200500.0
1601,54242.2
1602,132050.0
1603,99460.4
1604,275000.0
1605,276300.0
1606,173230.0
1607,205690.0
1608,201980.0
1609,216428.4
1610,151950.0
1611,169590.0
1612,164250.0
1613,171800.0
1614,98750.0
1615,85720.0
1616,84570.0
1617,82720.0
1618,118600.0
1619,149240.0
1620,129895.0
1621,153200.0
1622,151950.0
1623,226850.0
1624,205350.0
1625,163170.0
1626,169650.0
1627,187775.0
1628,277920.0
1629,194400.0
1630,234617.0
1631,253800.0
1632,251303.5
1633,191700.0
1634,180300.0
1635,182700.0
1636,176260.0
1637,151040.0
1638,208650.0
1639,174550.0
1640,214806.0
1641,174550.0
1642,192950.0
1643,226140.0
1644,206315.6
1645,162080.0
1646,173740.0
1647,198100.0
1648,128020.0
1649,138655.0
1650,124300.0
1651,120750.0
1652,99450.0
1653,99690.0
1654,149500.0
1655,147040.0
1656,146000.0
1657,150500.0
1658,146400.0
1659,152740.0
1660,130140.0
1661,426325.7
1662,381907.5
1663,335103.0
1664,383407.8
1665,330121.1
1666,265268.6
1667,355974.7
1668,352207.3
1669,288380.0
1670,398261.0
1671,215837.2
1672,420613.3
1673,323331.9
1674,224837.7
1675,191300.0
1676,189750.0
1677,205177.3
1678,378853.0
1679,265084.2
1680,329460.2
1681,329460.2
1682,265569.0
1683,177884.5
1684,214697.0
1685,174689.0
1686,162114.2
1687,193648.5
1688,181390.0
1689,225710.0
1690,205855.1
1691,202560.0
1692,258042.3
1693,236480.0
1694,185543.2
1695,190100.0
1696,222510.0
1697,190100.0
1698,309608.7
1699,286800.0
1700,193000.0
1701,257390.0
1702,235880.0
1703,250637.6
1704,255293.3
1705,227620.0
1706,342487.1
1707,207951.0
1708,221212.5666666667
1709,301550.0
1710,236350.0
1711,259080.0
1712,321229.1
1713,250973.5
1714,184798.0
1715,195280.0
1716,189651.0
1717,185950.0
1718,192100.0
1719,257590.0
1720,257200.0
1721,243173.0
1722,155180.0
1723,151690.0
1724,193250.0
1725,264375.0
1726,177880.0
1727,166310.0
1728,193050.0
1729,156700.0
1730,156500.0
1731,119052.5
1732,118660.0
1733,112930.0
1734,127965.0
1735,131720.0
1736,123810.0
1737,289060.0
1738,201050.0
1739,166000.0
1740,160756.56666666668
1741,158431.56666666668
1742,171043.2
1743,188910.0
1744,302220.0
1745,245740.0
1746,264710.0
1747,185610.0
1748,169795.0
1749,133500.0
1750,158180.0
1751,200310.0
1752,105650.0
1753,152700.0
1754,177530.0
1755,179650.0
1756,126440.0
1757,115200.0
1758,107930.0
1759,169185.0
1760,162570.0
1761,153200.0
1762,136960.0
1763,159975.0
1764,129475.0
1765,159050.0
1766,158875.0
1767,182350.0
1768,142850.0
1769,181160.0
1770,149775.0
1771,142850.0
1772,140300.0
1773,115855.0
1774,147700.0
1775,143900.0
1776,143850.0
1777,81576.5
1778,116998.6
1779,135640.0
1780,211390.0
1781,127740.0
1782,99120.0
1783,148580.0
1784,101927.6
1785,136600.0
1786,98000.0
1787,175930.0
1788,55041.1
1789,121650.0
1790,69190.0
1791,189800.0
1792,155250.0
1793,173586.66666666666
1794,146550.0
1795,147900.0
1796,131900.0
1797,131540.0
1798,142240.0
1799,113618.6
1800,140150.0
1801,124090.0
1802,134640.0
1803,153200.0
1804,143246.0
1805,145250.0
1806,114225.0
1807,188700.0
1808,139420.0
1809,140080.0
1810,123355.0
1811,108940.0
1812,125690.0
1813,109650.0
1814,82260.0
1815,55041.1
1816,98999.3
1817,100700.0
1818,153572.5
1819,108940.4
1820,77280.0
1821,126890.0
1822,132107.5
1823,72315.0
1824,109400.0
1825,117986.8
1826,101450.0
1827,117500.0
1828,106255.0
1829,98099.3
1830,133265.0
1831,157940.0
1832,126740.0
1833,127935.0
1834,106820.4
1835,186430.0
1836,119600.0
1837,101250.0
1838,149157.5
1839,78780.0
1840,149440.0
1841,157400.0
1842,127442.5
1843,146440.0
1844,145500.0
1845,143590.0
1846,174650.0
1847,151650.0
1848,57784.4
1849,143910.0
1850,107750.0
1851,136260.0
1852,112350.0
1853,125840.0
1854,199940.0
1855,183350.0
1856,252280.0
1857,136238.7
1858,118929.55
1859,118929.55
1860,141560.9
1861,120683.15
1862,231790.0
1863,197460.0
1864,197460.0
1865,384269.9
1866,352131.3
1867,222850.6
1868,248280.0
1869,200975.0
1870,279569.3
1871,330700.0
1872,182949.0
1873,249830.0
1874,136670.0
1875,244290.0
1876,191800.0
1877,214840.0
1878,221200.0
1879,188250.0
1880,125173.5
1881,206690.0
1882,280665.6
1883,188649.0
1884,216450.0
1885,296596.3
1886,265590.0
1887,192650.0
1888,255293.3
1889,162438.2
1890,117500.0
1891,147830.8333333333
1892,113660.8
1893,136250.0
1894,140800.0
1895,149650.0
1896,121740.0
1897,123355.0
1898,101980.0
1899,149670.0
1900,154980.0
1901,124450.0
1902,143400.0
1903,254862.0
1904,131020.0
1905,155600.0
1906,170850.0
1907,189250.0
1908,111450.0
1909,124000.0
1910,111450.0
1911,152090.0
1912,260200.0
1913,127750.0
1914,83250.0
1915,255356.1
1916,76431.1
1917,266000.0
1918,172390.0
1919,167950.0
1920,131170.0
1921,389687.3
1922,410834.0
1923,179700.0
1924,269040.0
1925,226605.1
1926,301550.0
1927,151305.0
1928,174885.0
1929,122000.0
1930,174610.0
1931,126540.0
1932,153200.0
1933,174000.0
1934,185850.0
1935,186150.0
1936,201625.0
1937,221090.0
1938,190250.0
1939,234850.0
1940,200900.0
1941,179400.0
1942,195760.0
1943,223100.0
1944,303383.9
1945,367764.3
1946,207400.0
1947,296687.7
1948,187050.0
1949,239690.0
1950,225040.0
1951,256290.0
1952,234740.0
1953,163960.0
1954,206190.0
1955,147000.0
1956,200240.0
1957,177060.0
1958,315150.0
1959,130300.0
1960,116375.0
1961,126900.0
1962,99450.0
1963,98675.0
1964,117190.0
1965,147900.0
1966,147155.2
1967,317739.7
1968,340069.7
1969,386722.8
1970,368474.8
1971,366300.0
1972,362681.3
1973,271595.4
1974,273580.0
1975,374100.0
1976,267370.0
1977,273806.8
1978,287343.0
1979,335445.2
1980,228841.2
1981,296687.7
1982,252350.0
1983,252350.0
1984,154100.0
1985,184050.0
1986,151670.0
1987,169619.5
1988,195240.0
1989,197600.0
1990,229990.0
1991,193250.0
1992,219580.0
1993,187100.0
1994,219840.0
1995,194800.0
1996,275890.0
